location_id,sample_depth_min,sample_depth_max,SOCc,BD
Merc2_2,57.5,60,0.483,1.53202263532372
Merc2_2,60,62.5,0.438,1.2863773713452762
Merc2_2,62.5,65,0.448,1.3106035855122127
Merc2_2,65,75,0.329,1.2710667589011284
Merc2_3,0,15,2.451,1.196612634678838
Merc2_3,15,25,1.991,1.2846802661372196
Merc2_3,25,27.5,1.717,1.252971909267572
Merc2_3,27.5,30,1.655,1.2054126901787072
Merc2_3,30,32.5,1.527,1.2409743807801838
Merc2_3,32.5,35,1.347,1.2996585036393602
Merc2_3,35,45,1.052,1.1698148901521024
Merc2_3,45,55,0.69,1.1717253950825715
Merc2_3,55,57.5,0.493,1.2561933040647677
Merc2_3,57.5,60,0.466,1.318621117815135
Merc2_3,60,62.5,0.401,1.3821978624013915
Merc2_3,62.5,65,0.387,1.2257382521462212
Merc2_3,65,75,0.388,1.2407085482441331
Merc2_4,0,15,2.113,1.1062685054234016
Merc2_4,15,25,1.75,1.1866432795677764
Merc2_4,25,27.5,1.479,1.3311682659679025
Merc2_4,27.5,30,1.331,1.1557521842401661
Merc2_4,30,32.5,1.186,1.282970628199307
Merc2_4,32.5,35,1.082,1.2935879986061272
Merc2_4,35,45,0.872,1.1346186068241346
Merc2_4,45,55,0.602,1.1839729346311254
Merc2_4,55,57.5,0.5,1.2556855249197612
Merc2_4,57.5,60,0.49,1.4384210912318898
Merc2_4,60,62.5,0.469,1.2562159468536895
Merc2_4,62.5,65,0.474,1.3274482204721936
Merc2_4,65,75,0.355,1.2246588728488075
Merc2_5,0,15,2.806,1.1206129472572046
Merc2_5,15,25,2.088,1.2544108573023374
Merc2_5,25,27.5,2.125,1.370976309010166
Merc2_5,27.5,30,2.164,1.2732382261084876
Merc2_5,30,32.5,2.054,1.2404655756760308
Merc2_5,32.5,35,1.892,1.295327436753921
Merc2_5,35,45,1.464,1.1453410667067447
Merc2_5,45,55,1.019,1.1595987725463532
Merc2_5,55,57.5,0.792,1.2838480847098488
Merc2_5,57.5,60,0.701,1.3851156778268483
Merc2_5,60,62.5,0.589,1.3313996146001719
Merc2_5,62.5,65,0.503,1.3566752152518768
Merc2_5,65,75,0.465,1.2231938647784648
Merc2_6,0,15,2.565,1.09847914943101
Merc2_6,15,25,2.172,1.2021226971137793
Merc2_6,25,27.5,2.204,1.3050179201492138
Merc2_6,27.5,30,2.077,1.2950022792526117
Merc2_6,30,32.5,1.88,1.2337983576488805
Merc2_6,32.5,35,1.669,1.2294830765280045
Merc2_6,35,45,1.388,1.1072605725039488
Merc2_6,45,55,1.025,1.163187360652353
Merc2_6,55,57.5,0.807,1.1874197598607517
Merc2_6,57.5,60,0.77,1.2876955588499563
Merc2_6,60,62.5,0.627,1.2940636985061034
Merc2_6,62.5,65,0.596,1.2502848174986194
Merc2_6,65,75,0.469,1.1991636943148485
Merc2_7,0,15,2.022,1.1285100571465183
Merc2_7,15,25,1.585,1.2045731812924165
Merc2_7,25,27.5,1.453,1.3153673094530673
Merc2_7,27.5,30,1.374,1.3185780318734281
Merc2_7,30,32.5,1.272,1.2401681566991758
Merc2_7,32.5,35,1.179,1.2649791613554637
Merc2_7,35,45,0.952,1.1727140836506913
Merc2_7,45,55,0.702,1.1793352978537492
Merc2_7,55,57.5,0.533,1.3211283469796773
Merc2_7,57.5,60,0.508,1.4031365537269045
Merc2_7,60,62.5,0.458,1.3547121483503204
Merc2_7,62.5,65,0.445,1.3687832777172826
Merc2_7,65,75,0.366,1.194085445067791
Merc2_8,0,15,2.122,1.0419461839669253
Merc2_8,15,25,1.761,1.2678764393339113
Merc2_8,25,27.5,1.708,1.2970873416524562
Merc2_8,27.5,30,1.503,1.2230852580395823
Merc2_8,30,32.5,1.477,1.295810726050821
Merc2_8,32.5,35,1.309,1.2394303867780783
Merc2_8,35,45,1.103,1.1239011179244462
Merc2_8,45,55,0.86,1.2128976125545612
Merc2_8,55,57.5,0.672,1.174356724055355
Merc2_8,57.5,60,0.634,1.2825620623919511
Merc2_8,60,62.5,0.576,1.2367998417761377
Merc2_8,62.5,65,0.528,1.553238652888893
Merc2_8,65,75,0.417,1.2726030729794822
Merc2_9,0,15,2.147,1.1398807437822482
Merc2_9,15,25,1.978,1.195575647736974
Merc2_9,25,27.5,2.018,1.4033800762769053
Merc2_9,27.5,30,1.968,1.2940856114208088
Merc2_9,30,32.5,1.966,1.3854613961397588
Merc2_9,32.5,35,2.299,1.2557570369605338
Merc2_9,35,45,2.272,1.2026538936948283
Merc2_9,45,55,1.8,1.2241873135743566
Merc2_9,55,57.5,1.713,1.4153593588647928
Merc2_9,57.5,60,1.643,1.3693072585308015
Merc2_9,60,62.5,1.584,1.4049131126600278
Merc2_9,62.5,65,1.586,1.3381716376076485
Merc2_9,65,75,1.396,1.2959221179741383
Merc2_10,0,15,1.886,1.1938660257018459
Merc2_10,15,25,1.607,1.2719277783292284
Merc2_10,25,27.5,1.8,1.3811236224391463
Merc2_10,27.5,30,1.778,1.2471885982823836
Merc2_10,30,32.5,1.628,1.354809402059252
Merc2_10,32.5,35,1.438,1.4165641799094908
Merc2_10,35,45,1.256,1.1468414499180815
Merc2_10,45,55,0.963,1.1133048592776245
Merc2_10,55,57.5,0.738,1.254277798377387
Merc2_10,57.5,60,0.72,1.1265530790332816
Merc2_10,60,62.5,0.64,1.1993606342789191
Merc2_10,62.5,65,0.591,1.2308092113356066
Merc2_10,65,75,0.486,1.1285645775556228
Merc2_11,0,15,2.252,1.1474789061736823
Merc2_11,15,25,1.773,1.1346467874775452
Merc2_11,25,27.5,1.347,1.3070847040670508
Merc2_11,27.5,30,1.263,1.3863109579648536
Merc2_11,30,32.5,1.188,1.2610891452368294
Merc2_11,32.5,35,1.119,1.298537510098321
Merc2_11,35,45,0.845,1.1372740516329949
Merc2_11,45,55,0.592,1.1993630974035538
Merc2_11,55,57.5,0.477,1.3912950533899295
Merc2_11,57.5,60,0.417,1.3647344279841942
Merc2_11,60,62.5,0.398,1.4520742120473207
Merc2_11,62.5,65,0.402,1.2947215915835897
Merc2_11,65,75,0.396,1.186489224594342
Merc2_12,0,15,2.403,1.120868935885549
Merc2_12,15,25,2.178,1.247945447815864
Merc2_12,25,27.5,1.945,1.2304336490366607
Merc2_12,27.5,30,1.399,1.2792999529329323
Merc2_12,30,32.5,1.401,1.295872452982883
Merc2_12,32.5,35,1.481,1.3569992179709662
Merc2_12,35,45,1.128,1.1315860924567396
Merc2_12,45,55,0.74,1.209128541013192
Merc2_12,55,57.5,0.531,1.1585789452378163
Merc2_12,57.5,60,0.506,1.2776247510165888
Merc2_12,60,62.5,0.45,1.1998276830713905
Merc2_12,62.5,65,0.414,1.239871872358242
Merc2_12,65,75,0.351,1.218003389661598
Ogle5_1,0,15,1.516,1.082495800790842
Ogle5_1,15,25,1.323,1.16752658297373
Ogle5_1,25,27.5,1.262,1.4185117764123552
Ogle5_1,27.5,30,1.205,1.4050803369930318
Ogle5_1,30,32.5,1.07,1.4072786620631008
Ogle5_1,32.5,35,0.635,1.275337134903312
Ogle5_1,35,45,0.441,1.2235552402738126
Ogle5_1,45,55,0.296,1.2060184389703406
Ogle5_1,55,57.5,0.27,1.2992851854056455
Ogle5_1,57.5,60,0.252,1.3796060939215784
Ogle5_1,60,62.5,0.278,1.387718068580253
Ogle5_1,62.5,65,0.26,1.4104193530440177
Ogle5_1,65,75,0.259,1.342702723049336
Ogle5_2,0,15,2.198,1.0243775893125089
Ogle5_2,15,25,2.326,1.1059880760153922
Ogle5_2,25,27.5,2.161,1.1842692671601633
Ogle5_2,27.5,30,1.374,1.2182344732878179
Ogle5_2,30,32.5,0.898,1.263304523633582
Ogle5_2,32.5,35,0.759,1.1104016773403138
Ogle5_2,35,45,0.59,1.1704768393835703
Ogle5_2,45,55,0.439,1.2040778806817531
Ogle5_2,55,57.5,0.372,1.374499144891994
Ogle5_2,57.5,60,0.346,1.4101015724357069
Ogle5_2,60,62.5,0.341,1.3931417331875453
Ogle5_2,62.5,65,0.328,1.2709086849848699
Ogle5_2,65,75,0.264,1.3480534324277251
Ogle5_3,0,15,2.434,0.9130000295964085
Ogle5_3,15,25,2.493,1.1135045442658686
Ogle5_3,25,27.5,1.784,1.2861226523909703
Ogle5_3,27.5,30,0.958,1.4323880715826274
Ogle5_3,30,32.5,0.773,1.4538515901803286
Ogle5_3,32.5,35,0.664,1.3373517472997045
Ogle5_3,35,45,0.502,1.2507444769291896
Ogle5_3,45,55,0.337,1.3259744170980698
Ogle5_3,55,57.5,0.289,1.460728847924345
Ogle5_3,57.5,60,0.27,1.3523570308964514
Ogle5_3,60,62.5,0.255,1.5871692747212482
Ogle5_3,62.5,65,0.27,1.3880225069701755
Ogle5_3,65,75,0.242,1.3953820669235648
Ogle5_4,0,15,1.386,1.130383992084678
Ogle5_4,15,25,1.393,1.2798122789955402
Ogle5_4,25,27.5,0.547,1.3052344538896383
Ogle5_4,27.5,30,0.509,1.3443025241664641
Ogle5_4,30,32.5,0.46,1.210312500823433
Ogle5_4,32.5,35,0.415,1.3884070798929165
Ogle5_4,35,45,0.347,1.2666165368281668
Ogle5_4,45,55,0.333,1.2688507478911357
Ogle5_4,55,57.5,0.298,1.447667230121924
Ogle5_4,57.5,60,0.231,1.545110113981669
Ogle5_4,60,62.5,0.207,1.5590169329095354
Ogle5_4,62.5,65,0.24,1.4863400891862584
Ogle5_4,65,75,0.209,1.5373687460637744
Ogle5_5,0,15,2.068,1.050797258606969
Ogle5_5,15,25,1.935,1.126505444390481
Ogle5_5,25,27.5,1.552,1.3702871714399887
Ogle5_5,27.5,30,1.242,1.4425341844839217
Ogle5_5,30,32.5,0.927,1.300471822824881
Ogle5_5,32.5,35,0.625,1.333574292571466
Ogle5_5,35,45,0.343,1.2977934195987528
Ogle5_5,45,55,0.278,1.3045503800834815
Ogle5_5,55,57.5,0.292,1.3383091449325786
Ogle5_5,57.5,60,0.249,1.382597674665771
Ogle5_5,60,62.5,0.255,1.3996310763097564
Ogle5_5,62.5,65,0.246,1.4689509888433474
Ogle5_5,65,75,0.214,1.369317196038395
Ogle5_6,0,15,1.609,1.0685508498854828
Ogle5_6,25,27.5,1.553,1.3711634710530414
Ogle5_6,27.5,30,1.563,1.346879196968192
Ogle5_6,30,32.5,1.532,1.4728421987438793
Ogle5_6,32.5,35,1.03,1.3099288191451022
Ogle5_6,35,45,0.566,1.191557221839168
Ogle5_6,45,55,0.457,1.2356916207740547
Ogle5_6,55,57.5,0.363,1.403546893548897
Ogle5_6,57.5,60,0.33,1.240659516360478
Ogle5_6,60,62.5,0.329,1.4465197856348675
Ogle5_6,62.5,65,0.314,1.5080908092650143
Ogle5_6,65,75,0.278,1.3684017567945528
Ogle5_7,0,15,1.997,1.0768748210167338
Ogle5_7,15,25,2.081,1.1603359263938502
Ogle5_7,25,27.5,2.088,1.4603828982810754
Ogle5_7,27.5,30,1.943,1.2292663662189713
Ogle5_7,30,32.5,1.911,1.5029965620820684
Ogle5_7,32.5,35,1.667,1.3174696693759012
Ogle5_7,35,45,0.931,1.2752216823264617
Ogle5_7,45,55,0.772,1.2627500108178844
Ogle5_7,55,57.5,0.662,1.5066895936584843
Ogle5_7,57.5,60,0.597,1.3048841505446875
Ogle5_7,60,62.5,0.532,1.4260494832442354
Ogle5_7,62.5,65,0.555,1.4594650443467787
Ogle5_7,65,75,0.413,1.3944087286209133
Ogle5_8,0,15,1.998,1.0221273613508848
Ogle5_8,30,32.5,1.536,1.6248410647246003
Ogle5_8,32.5,35,1.684,1.2590967689874324
Ogle5_8,35,45,0.73,1.2457526297920027
Ogle5_8,45,55,0.439,1.3298375729432297
Ogle5_8,55,57.5,0.412,1.2635807713292895
Ogle5_8,57.5,60,0.411,1.347227026513592
Ogle5_8,60,62.5,0.387,1.4552889124694497
Ogle5_8,62.5,65,0.374,1.418262097345004
Ogle5_9,15,25,1.754,1.165350276095886
Ogle5_9,25,27.5,2.088,1.1928571650925592
Ogle5_9,27.5,30,1.882,1.2916931389938737
Ogle5_9,30,32.5,1.869,1.3653336451087181
Ogle5_9,32.5,35,1.754,1.41083081128855
Ogle5_9,35,45,0.854,1.2007952095452088
Ogle5_9,45,55,0.472,1.2215733216332294
Ogle5_9,55,57.5,0.354,1.5004475998573397
Ogle5_9,57.5,60,0.356,1.3310195214542475
Ogle5_9,60,62.5,0.325,1.4074210940446208
Ogle5_9,62.5,65,0.317,1.319767474690057
Ogle5_9,65,75,0.282,1.2982228222386514
Ogle5_10,15,25,1.242,1.2466180641919902
Ogle5_10,25,27.5,1.082,1.4723028865586554
Ogle5_10,27.5,30,1.247,1.4584126205981796
Ogle5_10,30,32.5,1.223,1.374639327825086
Ogle5_10,32.5,35,1.081,1.5506381289329483
Ogle5_10,35,45,0.858,1.3100594370767187
Ogle5_10,45,55,0.353,1.300123908722339
Ogle5_10,55,57.5,0.314,1.423398613311367
Ogle5_10,57.5,60,0.306,1.4703367024866005
Ogle5_10,60,62.5,0.284,1.3725079615629325
Ogle5_10,62.5,65,0.27,1.4692623297085208
Ogle5_10,65,75,0.244,1.3755673076111832
Ogle5_11,25,27.5,1.119,1.2865779205005967
Ogle5_11,27.5,30,1.108,1.3845231241328948
Ogle5_11,30,32.5,1.018,1.6065638760992789
Ogle5_11,32.5,35,0.407,1.2991010855165894
Ogle5_11,35,45,0.342,1.2050263369712808
Ogle5_11,45,55,0.268,1.2967550655807358
Ogle5_11,55,57.5,0.237,1.3954008285340034
Ogle5_11,57.5,60,0.247,1.4350935688024438
Ogle5_11,60,62.5,0.227,1.356825152936503
Ogle5_11,62.5,65,0.227,1.4651248084413235
Ogle5_12,0,15,1.926,1.1580268576023494
Ogle5_12,15,25,1.461,1.217414742726414
Ogle5_12,25,27.5,0.677,1.2891468182311758
Ogle5_12,27.5,30,0.596,1.3024643962408584
Ogle5_12,30,32.5,0.508,1.3171600576127818
Ogle5_12,32.5,35,0.485,1.354884617553277
Ogle5_12,35,45,0.407,1.1975216614683253
Ogle5_12,45,55,0.346,0.9271613838616178
Ogle5_12,55,57.5,0.321,1.5346431893372792
Ogle5_12,57.5,60,0.313,1.3912133471725783
Ogle5_12,60,62.5,0.293,1.3676821666936805
Ogle5_12,62.5,65,0.282,1.5238729941190936
Craw3_11,0,15,1.48,1.2384003790771267
Boon1_7,57.5,60,0.32,1.4172734529032194
Boon1_7,60,62.5,0.26,1.342996467179166
Boon1_7,62.5,65,0.3,1.5289972634609867
Boon1_7,65,75,0.22,1.3938390081384011
Boon1_8,65,75,0.26,1.3857985307411802
Boon1_9,45,55,0.34,1.3266073067549016
Boon1_9,55,57.5,0.33,1.3697859869626716
Boon1_9,57.5,60,0.39,1.5926498445601396
Boon1_9,60,62.5,0.3,1.6318935282931653
Boon1_9,62.5,65,0.18,1.7128246324385301
Boon1_9,65,75,0.17,1.550227319664561
Boon1_10,45,55,0.35,1.5039473139758142
Boon1_10,55,57.5,0.28,1.5832123915429497
Boon1_10,57.5,60,0.26,1.4957902619686645
Boon1_10,60,62.5,0.27,1.8289026015208054
Boon1_10,62.5,65,0.2,1.51058845933229
Boon1_10,65,75,0.24,1.6818771482536006
Boon1_11,0,15,1.28,1.0653322530051257
Boon2_9,0,15,1.16,1.1786391243105878
Boon2_10,0,15,1.09,1.1979068908382025
Boon2_10,15,25,0.79,1.371414414367463
Boon2_10,25,27.5,0.48,1.522951763661959
Boon2_10,27.5,30,0.51,1.389502273470393
Boon2_10,30,32.5,0.48,1.3860491174060472
Boon2_10,55,57.5,0.5,1.522290985905677
Boon2_10,57.5,60,0.58,1.4376716556105489
Boon2_10,60,62.5,0.41,1.2989168929753505
Boon2_10,65,75,0.34,1.297815051526829
Boon2_11,45,55,0.5,1.3581664449508128
Boon2_11,55,57.5,0.42,1.321755934219396
Boon2_11,57.5,60,0.38,1.2959028476036027
Boon2_11,60,62.5,0.26,1.509759655252698
Boon2_11,62.5,65,0.22,1.4099883950252168
Boon2_11,65,75,0.21,1.2037695055585642
Boon2_12,65,75,0.19,1.7554336267951776
Sali1_1,15,25,0.45,1.301649254629347
Sali1_1,25,27.5,0.44,1.1255258857590167
Sali1_3,15,25,0.57,1.2636884868004756
Sali1_6,15,25,0.81,1.148940012786513
Sali1_6,25,27.5,0.63,1.4924523364796087
Sali1_6,27.5,30,0.83,1.2880919640253978
Sali1_6,30,32.5,0.56,1.3727610104206607
Sali1_6,32.5,35,0.57,1.3902641805772964
Sali1_6,35,45,0.43,1.3666010716968073
Sali1_8,15,25,0.59,1.3082668181549257
Sali1_8,25,27.5,0.38,1.343385601396162
Sali1_8,27.5,30,0.33,1.4966333228422088
Sali1_9,15,25,0.76,1.4123323645388024
Sali1_10,15,25,0.7,1.3155522528379775
Sali1_12,27.5,30,0.46,1.4297584221444648
Sali1_12,35,45,0.42,1.2749770040408746
Chri10_1,65,75,0.58,1.282989679542273
Chri10_3,57.5,60,0.66,1.2872278513982618
Chri10_3,60,62.5,0.61,1.2719401580222156
Chri10_3,62.5,65,0.58,0.9795949032864665
Chri10_3,65,75,0.54,1.3789414339691932
Chri10_4,35,45,0.99,1.2291410216393162
Chri10_4,45,55,0.59,1.3780703347227587
Chri10_4,55,57.5,0.44,1.3013259022060064
Chri10_4,57.5,60,0.45,1.7247684275180502
Chri10_4,60,62.5,0.38,1.4429945010519434
Chri10_4,62.5,65,0.2132000000000005,1.6528115076074208
Chri10_4,65,75,0.29,1.4143361275240631
Chri10_7,65,75,0.57,1.415357094307935
Chri10_8,45,55,0.57,1.2937134357526532
Chri10_8,55,57.5,0.46,1.4942301434027936
Chri10_8,57.5,60,0.42,1.6049751932376262
Chri10_8,60,62.5,0.35,1.2965814675227492
Chri10_8,62.5,65,0.35,1.5448484731950352
Chri10_8,65,75,0.34,1.4811383183815294
Chri10_9,55,57.5,0.64,1.4811701444066832
Chri10_9,60,62.5,0.49,1.3019968840338172
Chri10_9,62.5,65,0.48,1.554928369633167
Chri10_9,65,75,0.39,2.017777418644482
Chri10_10,60,62.5,0.69,1.3733833193124922
Chri10_10,62.5,65,0.77,1.1486686585253354
Chri10_10,65,75,0.52,1.3546491571955992
Chri10_11,45,55,0.79,1.189337322885822
Chri10_11,55,57.5,0.6,1.2494160291657126
Chri10_11,57.5,60,0.54,1.2892649942139551
Chri10_11,60,62.5,0.58,1.2940127545808788
Chri10_11,62.5,65,0.51,1.399343448137931
Chri10_11,65,75,0.45,1.4332762295605768
Chri10_12,57.5,60,0.6,1.3113606763462085
Chri10_12,60,62.5,0.61,0.9629439565227201
Chri10_12,62.5,65,0.69,1.1973404303737365
Chri10_12,65,75,0.51,1.2861459288662211
Ogle5_6,15,25,1.85,1.149345328956918
Ogle5_8,15,25,2.35,1.196846042931718
Ogle5_8,25,27.5,2.31,1.3509118520436758
Ogle5_8,27.5,30,2.16,1.3012380652955484
Ogle5_8,65,75,0.41,1.3407998737381073
Ogle5_9,0,15,2.33,1.0878916011403665
Ogle5_10,0,15,1.32,1.1854094645014595
Ogle5_11,0,15,1.48,1.191099250864227
Ogle5_11,15,25,1.49,1.1640680130053924
Ogle5_11,65,75,0.3,1.3668050460855947
Ogle5_12,65,75,0.32,1.3931216294447522
